"Bandamanna"	"Bárðar"	"Bjarnar"	"Brennu-Njáls"	"Droplaugarsona"	"Egla"	"Eiríks"	"Eyrbyggja"	"Finnboga"	"Fljótsdæla"	"Flóamanna"	"Fóstbræðra"	"Gísla Súrssonar L"	"Gísla Súrssonar S"	"Grænlendinga þáttur"	"Grænlendinga"	"Grettis"	"Gull-Þóris"	"Gunnars"	"Gunnlaugs"	"Hænsna-Þóris "	"Hallfreðar M"	"Hallfreðar Ó"	"Harðar og Hólmverja"	"Hávarðar"	"Heiðarvíga"	"Heimskringla"	"Hrafnkels"	"Jökuls þ"	"Kjalnesinga"	"Kormáks"	"Króka-Refs"	"Landnámabók"	"Laxdæla"	"Ljósvetninga A"	"Ljósvetninga C"	"Ölkofra"	"Reykdæla"	"Sturlunga"	"Svarfdæla"	"Þórðar hreðu"	"Þorsteins hvíta"	"Þorsteins S"	"Valla-Ljóts"	"Vatnsdæla "	"Víga-Glúms "	"Víglundar"	"Vopnfirðinga"
"Harðar og Hólmverja"	1.18076648324409	0.838224493993144	0.774960599258464	0.727612311125561	0.945333170140956	0.916795923285184	0.964206847628035	0.754152946187747	0.79460653423559	0.875660252486524	0.691046302050444	0.804944338914898	0.870686165454664	0.821404164278048	1.25046431762018	1.03794295856226	0.606545459019062	1.01197457652077	1.04178195909452	1.07442308067056	1.01260439209884	0.883908190836481	0.846342351015268	0	0.89194002028906	0.987023588988743	0.934965263938093	0.932182476100682	1.20206278809698	0.946294162564073	0.889476129287858	0.917674179057616	1.08770434327062	0.750966810454462	1.05709313450923	0.85941773887538	1.35764232832235	1.04362546196434	0.752083577929718	0.842019265690069	0.852732367266825	1.11832482043031	1.04138288141515	0.962124833856736	0.718213318972888	0.817177572947484	0.89315987766573	0.954882453637054
"Hávarðar"	1.08093775864343	0.912955093398141	0.904336525812147	0.796411841407583	1.08260496614307	0.912627178207935	1.14766857363707	0.88947340959235	0.727557046275053	0.874098052781198	0.933755134036997	0.873230756878407	0.861597426880501	0.886786258109374	1.35827265982263	1.1942533599589	0.80241360226452	1.1164973210277	1.06593393075373	1.10028478564645	1.0458765853972	1.00831661097921	1.0032396094513	0.89194002028906	0	1.01427764660961	1.0199019164992	0.928310914214114	1.26933570968087	0.996722642165793	1.03925187141361	0.898765133976806	1.3109841688574	0.827372399205759	1.15686314787862	0.916014032513506	1.33514290399922	1.12892421510406	0.968435338534507	0.900182112037601	0.937550469870486	1.26116280319095	1.12441173390541	1.10393296894835	0.871302572581203	0.903702813679896	0.976780291791782	1.0632285219566
"Heiðarvíga"	0.9497941267837	0.966621007820971	0.882833709206238	0.889727828955205	1.20719164908292	1.00786290942476	1.10116061008387	0.988403252419739	0.925546313584494	0.873459040305051	0.889821698578571	0.898708161192611	0.771497026430509	0.785832798673388	1.29042285495474	1.1804255106527	0.929291751245471	1.18932959922408	1.21508347732347	1.10124338645483	1.02585354681622	1.06939721365312	1.1066922896483	0.987023588988743	1.01427764660961	0	1.03385070613433	1.01543950570499	1.24853690135151	1.1451005744997	0.976987592358609	0.989954261468917	1.29451691640862	0.815594336505981	1.18492427518846	0.950873843187939	1.38811546897767	1.1346318065839	0.994508747826225	1.00470965320607	1.00018849997859	1.40254967954074	1.13153445368764	1.06651810630534	0.886494324715724	0.88031143612951	1.02807050354044	1.08211980129049
"Heimskringla"	1.26735106130077	0.90086829301684	0.885452738178586	0.907861076621761	1.11287147523897	0.56501984878392	1.03048949326102	0.747981236074046	0.981025331033484	0.985552530792159	0.931249423404135	0.860204295389178	0.947870600131562	1.00702769098848	1.37788587224954	1.1725061000484	0.774350545402135	1.00232654749254	1.16005870503746	1.10020050674645	1.26309883446493	1.03971065233689	0.954635636417392	0.934965263938093	1.0199019164992	1.03385070613433	0	1.06197753616065	1.34707555164087	1.04379252146507	1.00484411813902	1.00796403333238	1.17359700788235	0.813078677721938	1.27549244381482	1.05593457616285	1.389404751744	1.14884543599996	0.630812745312449	1.01840382500001	1.11025535447185	1.30362161552767	1.22148101208674	1.19118249234003	0.991458361076647	0.967078527395636	1.07772110133521	1.08046054152663
"Hrafnkels"	1.00208525536881	0.943293897478153	0.963896201234351	0.826410979722697	1.11250979139627	0.992853749984968	1.18865386536152	0.948948674227806	0.856464795786682	0.753806381963357	0.965830614106292	0.834700554945785	0.861632107575162	0.932635561704924	1.46402386744527	1.23324247901134	0.809725900106084	1.22751082754991	1.18459149547702	1.0428068453899	0.991220278430103	1.07883549953233	1.03979969173221	0.932182476100682	0.928310914214114	1.01543950570499	1.06197753616065	0	1.20981436969852	1.02566713687969	0.993793840752967	0.905551417923493	1.2115772635825	0.768028593187457	1.21949335351763	0.915326866288778	1.37392901069678	1.1821323468791	1.01396885306397	0.869519291342561	0.90743807294752	1.22840532474507	1.1080884954535	1.06793332690341	0.865519327457551	0.94967207629837	1.03072663343537	1.1224582671998
"Jökuls þ"	1.34744171902725	1.14597319129754	1.32776462683815	1.1728363151047	1.36852248094844	1.33963907992562	1.31137903306193	1.2805081665341	1.2547331637367	1.2560098444663	1.2120639557847	1.26174856583399	1.14839749913987	1.17134959744885	1.48764868817295	1.36897149725823	1.20091891924384	1.30930002453589	1.33970621688799	1.26669335152573	1.33653863205768	1.26199653003115	1.38157618769525	1.20206278809698	1.26933570968087	1.24853690135151	1.34707555164087	1.20981436969852	0	1.29128684601963	1.16645322594768	1.20170493622225	1.26579564221067	1.24179370293992	1.4297680928518	1.28412354096332	1.49224422923786	1.53465856656806	1.25196830468915	1.22884138634163	1.28415949558812	1.36760086135919	1.36203950908218	1.22923930194941	1.27243271273112	1.28737040452358	1.11865546088774	1.3276573364579
"Kjalnesinga"	1.2545058514805	0.954837892452674	1.05767951639888	0.848139453178718	1.09327849908673	0.950013363670141	1.16559942995287	0.939722536573925	0.968828322354788	0.971898042880161	0.915594259339233	0.980430304074768	0.983121561961761	1.00957676195378	1.44837507407537	1.17840730351144	0.862526428461719	1.1170894456908	1.089235832695	1.07971365464904	1.10987977394607	1.0410931871337	0.996495167131575	0.946294162564073	0.996722642165793	1.1451005744997	1.04379252146507	1.02566713687969	1.29128684601963	0	1.03690460563301	0.890157347265816	1.23108898940747	0.94139425800717	1.26833144241327	1.08123603224172	1.42017977661127	1.34757138913806	0.937956425125922	0.966380892250458	0.979166170346504	1.25864058654589	1.22556873984591	1.15585746907841	0.956731466262869	1.06513166962659	1.06433589047148	1.10303411934693
"Kormáks"	1.14599854362972	0.931108812631371	0.900336044655518	0.8577930801043	0.972642129962557	0.998859127887843	1.07659167871457	0.902592432428028	0.957518516607474	0.963360465011734	0.854652824032657	0.919863159737469	0.89774618105449	0.868016614712587	1.37239430999991	1.15360151714178	0.880497697607742	1.00898968599762	1.19404164410375	1.065063361104	1.14893434844832	0.991385653473322	1.11101480270097	0.889476129287858	1.03925187141361	0.976987592358609	1.00484411813902	0.993793840752967	1.16645322594768	1.03690460563301	0	0.982750405859139	1.038051272648	0.858534718523141	1.18775790576818	0.982160810119666	1.49258973095091	1.13634309180501	0.888916535040877	0.993296597827489	0.971028011532066	1.18540569308469	1.10560371114105	1.03272628758837	0.871683946424078	0.929806992552385	0.955045177364769	1.06209072155382
"Króka-Refs"	1.0244958521336	0.916360540753868	0.945192835427502	0.813177382383594	1.11258503592086	0.909649375771037	1.15084029669067	0.94617762382885	0.864668943505379	0.880591253076734	0.898833053118482	0.844661589389293	0.853799711576578	0.86877479180667	1.36942022483089	1.14517544596081	0.809971632806846	1.10962681581667	1.15713267927289	1.09604330897695	1.0181498928276	1.03746719569564	1.02308803997771	0.917674179057616	0.898765133976806	0.989954261468917	1.00796403333238	0.905551417923493	1.20170493622225	0.890157347265816	0.982750405859139	0	1.21415892228666	0.80738713925351	1.19281175178205	0.914392236921183	1.37379037647442	1.19351153880507	0.958891064431297	0.933379940420477	0.90241865880043	1.23940574048385	1.0608513930569	1.04363544564645	0.892419658142124	0.984926040429224	1.01063386357606	1.10670176663817
"Landnámabók"	1.41744469669808	1.11229851124296	1.18770567886056	1.19332112348718	1.16389346316167	1.25068797387807	1.24173723902951	1.1731852537529	1.26502890521275	1.24120100632756	1.12931425159147	1.16604352530414	1.20182801154321	1.15808290351592	1.55746132578293	1.38263290988944	1.15335304003725	1.11454083485277	1.39469347865136	1.32186070917112	1.42583401446551	1.31473852800821	1.30188993969535	1.08770434327062	1.3109841688574	1.29451691640862	1.17359700788235	1.2115772635825	1.26579564221067	1.23108898940747	1.038051272648	1.21415892228666	0	1.13560929984256	1.43727713020716	1.27285329549717	1.60828000412682	1.39353993201099	1.09751182229147	1.19009034230315	1.25244588484583	1.29336381854013	1.34709641661772	1.29567982231664	1.18855352309287	1.21837166634994	1.28042698625998	1.27089260776643
