"Bandamanna"	"Bárðar"	"Bjarnar"	"Brennu-Njáls"	"Droplaugarsona"	"Egla"	"Eiríks"	"Eyrbyggja"	"Finnboga"	"Fljótsdæla"	"Flóamanna"	"Fóstbræðra"	"Gísla Súrssonar L"	"Gísla Súrssonar S"	"Grænlendinga þáttur"	"Grænlendinga"	"Grettis"	"Gull-Þóris"	"Gunnars"	"Gunnlaugs"	"Hænsna-Þóris "	"Hallfreðar M"	"Hallfreðar Ó"	"Harðar og Hólmverja"	"Hávarðar"	"Heiðarvíga"	"Heimskringla"	"Hrafnkels"	"Jökuls þ"	"Kjalnesinga"	"Kormáks"	"Króka-Refs"	"Landnámabók"	"Laxdæla"	"Ljósvetninga A"	"Ljósvetninga C"	"Ölkofra"	"Reykdæla"	"Sturlunga"	"Svarfdæla"	"Þórðar hreðu"	"Þorsteins hvíta"	"Þorsteins S"	"Valla-Ljóts"	"Vatnsdæla "	"Víga-Glúms "	"Víglundar"	"Vopnfirðinga"
"Hænsna-Þóris "	0.923174506565952	1.13157233647308	1.02789217748374	0.930651788315167	1.27454035580633	1.14675038839817	1.19106515826932	1.09520416465807	0.981316510713346	0.856824727021849	0.993068355968455	0.940289320336832	0.844186685881035	0.869088310698204	1.23392717925174	1.24973897282409	0.988928006262948	1.35495691643175	1.25898309944118	1.15320585902602	0	0.997445131388862	0.96522952764395	1.03506723377898	0.966289462314343	0.949135457922088	1.29020231621927	0.991871990044524	1.33149911668717	1.12407819063439	1.10986362817841	0.997451433229695	1.6083372939466	0.915588664568608	1.01797449826212	0.861248090050364	1.21728262411317	1.101549359623	1.23057159729792	0.976569263805696	1.01235692937772	1.29021734701884	1.11067608939638	1.03051965656788	0.897708768254657	0.914795281334744	1.17093550395723	1.0421020837533
"Hallfreðar M"	1.10204816570575	0.97676072851123	0.86616109890649	0.836866470505026	1.04137944962147	0.943798147916652	1.06432036155996	0.952873687320103	0.939929817054863	0.944025113808799	0.834487831524832	0.872472154046936	0.879555194515906	0.918258758764693	1.1479067527811	1.1703509367895	0.848134545551258	1.1411801691152	1.10912945719927	0.930102114947978	0.997445131388862	0	0.615253083738337	0.886387408186022	0.96015550260964	1.00343917269436	1.08711642573138	1.04322920491522	1.23084170456112	0.917641474065304	0.926967879656932	0.997707838560691	1.40816913694462	0.877061185298641	0.988066612928895	0.842916608493112	1.21481154183047	1.00070253929994	1.02316458311824	0.898247944717082	0.931585542446294	1.17491810138165	1.07182508383198	0.966274997677473	0.790037760229514	0.858624393711867	1.05492219839732	0.926235711758227
"Hallfreðar Ó"	1.10401209540303	0.900314612179616	0.854370293770515	0.774396510191579	1.03534810700515	0.831630642860167	1.00889675389001	0.838328033485408	0.849423174849642	0.886674025157909	0.769437272832689	0.811731057866731	0.854435250779826	0.892663661424157	1.11318869512986	1.1174352916932	0.748060521983112	1.04072808429562	1.0552350626725	0.884589016518952	0.96522952764395	0.615253083738337	0	0.823846788499155	0.902177681333524	0.968544358397867	0.958267469092637	0.989309321406136	1.22541179325413	0.891442033200674	0.950103233268663	0.922422237537031	1.36971289664425	0.813432203769996	0.966489947029911	0.800554871524118	1.19069343963511	1.01824413764813	0.925225665463724	0.819657675148668	0.873857434833978	1.10384103136803	1.0256617068973	0.991697841935992	0.744621175539429	0.872426249274505	0.976177498892627	0.941434028170481
"Harðar og Hólmverja"	1.01799070341061	0.787142531758308	0.800623851347105	0.751372026152434	0.872723749826755	0.816943896507607	0.87033321917586	0.727947338913957	0.759353106756721	0.792522710989087	0.711309539096175	0.803409946523071	0.795422208754018	0.800685156891555	1.08502630912806	0.99767790884107	0.637365358011714	0.919711355422998	0.952797466760186	0.893984821743261	1.03506723377898	0.886387408186022	0.823846788499155	0	0.85045546207479	0.940028258137841	0.933638550134604	0.983580949144669	1.11103234735945	0.839968514430633	0.859749747316042	0.885541205512662	1.28300717979951	0.742864372792178	0.959119478733267	0.833339431600409	1.23682644250414	0.907387477071436	0.821800062671331	0.790740168432088	0.851322139176009	1.02412896029154	0.957890702920027	0.971835706926391	0.727434767855282	0.804102052815589	0.832212346357134	0.832301156637107
"Hávarðar"	0.988196437179417	0.94170787315144	0.899019317123255	0.793722945073368	1.0634169537979	0.955639536121587	1.03745839805611	0.849770903925248	0.697369372692503	0.739307101348791	0.866002084701855	0.765688632013463	0.769804492498261	0.79220229391952	1.11498439632975	1.12509009596372	0.725521169364573	1.11318737434091	1.01018179475645	0.968821323796648	0.966289462314343	0.96015550260964	0.902177681333524	0.85045546207479	0	0.931006776081981	1.07573935480384	0.931712095399789	1.1540421458711	0.904611807927486	0.95107507154849	0.876976834364928	1.45173461585602	0.795836565562293	0.966933947678141	0.846265772395353	1.24121793266291	0.938494179015747	1.00493982383721	0.80813696478354	0.861310304816155	1.12023987465638	1.07431957813535	0.991391559537607	0.74207230927249	0.814004204756987	0.975716616744748	0.863309709376849
"Heiðarvíga"	0.900509325455195	1.01673672325152	0.884948487695581	0.878604108726536	1.15966802912648	0.969454208276912	1.01808042731885	0.955992307698168	0.932562635481858	0.843624715053364	0.886218161125704	0.817450276834561	0.741063618994537	0.774252523147423	1.14957309999944	1.16747746927629	0.883609242188934	1.13737944383593	1.21238655391956	1.06518946828168	0.949135457922088	1.00343917269436	0.968544358397867	0.940028258137841	0.931006776081981	0	1.10153794247857	0.937766231234548	1.24156703588142	1.0602983531351	0.980149300122447	0.946690385470887	1.43542728615376	0.842359412135605	1.02655249598182	0.850974094501367	1.23211939803915	0.98642231480849	1.02797561111106	0.923327697064888	0.98732694488378	1.23317238928873	1.10099618932183	0.991350791083206	0.825920693798677	0.791724297340457	1.10346340321872	0.961831200517368
"Heimskringla"	1.29325916381648	0.935019515423862	0.9710390142474	0.947610455932306	1.10111213914411	0.574153017664006	1.00187125164306	0.800359386719527	1.00619291141522	1.06059822821469	0.980352552004755	0.969828150135947	1.01862379211149	1.08612313815086	1.22218906513632	1.06419072335134	0.829083833905576	0.992269681540741	1.1713933356078	1.06565623361386	1.29020231621927	1.08711642573138	0.958267469092637	0.933638550134604	1.07573935480384	1.10153794247857	0	1.17745652296265	1.32997231592936	1.00993147237961	1.10097160446578	1.04895407694189	1.32872623365181	0.915564231969064	1.17825442689898	1.02443928804539	1.3557690000718	1.15370820451957	0.790743503539695	1.04035680170101	1.14736148893528	1.23598885557235	1.20590633747453	1.26638800444758	0.935776319398769	1.07248942617454	1.09304549272023	1.04829599761388
"Hrafnkels"	1.01307189065968	1.07598694625532	0.964230565960302	0.889953404837303	1.19192151437484	1.05775546796747	1.15037688411868	0.977690345972516	0.939945428286908	0.736543826222848	0.989334865185461	0.927962133347638	0.884428647965977	0.902373003914085	1.23939298261833	1.25235319705418	0.908678354006767	1.15050120444022	1.22732259507551	1.1100057274353	0.991871990044524	1.04322920491522	0.989309321406136	0.983580949144669	0.931712095399789	0.937766231234548	1.17745652296265	0	1.28863015798319	1.08750748106227	1.08847873941368	0.96163658010972	1.50624212628558	0.88063971050169	1.03083570013403	0.881262298422719	1.23734363276581	1.05272042060931	1.09339658171299	0.879756275370697	1.00954578432422	1.25270705284432	1.13435235527552	1.02181302853219	0.872922228263196	0.912206596448853	1.12344789037816	0.980100355565562
"Jökuls þ"	1.31094351187469	1.10462034066973	1.23498535225726	1.13679830840895	1.25073071925308	1.18471935325159	1.27984004628104	1.19625082040336	1.16226974430945	1.12761511452713	1.16771856921404	1.13980715578225	1.1384271573211	1.14167793476733	1.45743468342431	1.31406373993218	1.08561956197851	1.27598813344304	1.14300440798394	1.2463223464378	1.33149911668717	1.23084170456112	1.22541179325413	1.11103234735945	1.1540421458711	1.24156703588142	1.32997231592936	1.28863015798319	0	1.16631251175957	1.25692835486292	1.14970807914557	1.54944227110845	1.21749707585491	1.31600134459428	1.18996298841184	1.42676346188785	1.34338020288058	1.33964356096491	1.08347943616032	1.2511420203791	1.31719720992627	1.3344977947177	1.22076087615511	1.15845074013425	1.22662912127668	1.15639385709721	1.22573424018147
"Kjalnesinga"	1.1565384196995	0.909270495384572	0.941494421283879	0.89535170506231	1.04125461173512	0.858807723276129	1.06850666749495	0.880118762038029	0.902939142093841	0.927454209571804	0.868414431238468	0.892588627976211	0.909557366689231	0.95361134282717	1.19052439158735	1.0902131581544	0.818980253538047	1.10261158018962	0.99807297121881	0.968733766503164	1.12407819063439	0.917641474065304	0.891442033200674	0.839968514430633	0.904611807927486	1.0602983531351	1.00993147237961	1.08750748106227	1.16631251175957	0	1.01093156275118	0.933587919014888	1.4225763956755	0.842790727164084	1.05576656803373	0.947920906468189	1.24584655621686	1.05409093953544	1.00802263057143	0.855445785693278	0.941291856496898	1.19675331720387	1.12501849196543	1.09810212693118	0.828238793528535	0.936791474340805	0.991626492419541	0.956259851034881
"Kormáks"	1.14236156881446	0.945732499761492	0.87447687487597	0.931882075759312	0.931210563348754	0.978437131161566	1.01188612397156	0.910892757764198	0.883810584127877	0.936618714021042	0.793738821403209	0.897769266773882	0.856439584450803	0.921312078030526	1.20068948059969	1.14941237143178	0.876826002805261	1.02543889098987	1.0865415046003	0.964930756134478	1.10986362817841	0.926967879656932	0.950103233268663	0.859749747316042	0.95107507154849	0.980149300122447	1.10097160446578	1.08847873941368	1.25692835486292	1.01093156275118	0	0.997039302579766	1.30477106239153	0.861474473718259	0.94436064249443	0.926814782174529	1.30082791616604	0.959825574496189	0.973453520740409	0.920634584191091	0.924550563491608	1.18334775752194	1.12981471151967	1.06108139708695	0.812762210496466	0.882678802069797	1.03639063131061	0.861488868257149
"Króka-Refs"	0.979473342931695	0.923789858271421	0.948966358914022	0.89649041386527	1.11827832365819	0.913359673557501	0.994647985886927	0.929255445085025	0.861011314849725	0.823990429445037	0.922427524597324	0.777462841452591	0.811533172021516	0.835733203974235	1.123971037858	1.11634398470562	0.806211544233501	1.09936577414694	1.12777535962332	1.07511992699851	0.997451433229695	0.997707838560691	0.922422237537031	0.885541205512662	0.876976834364928	0.946690385470887	1.04895407694189	0.96163658010972	1.14970807914557	0.933587919014888	0.997039302579766	0	1.4468994100525	0.83212669700418	1.03872376807796	0.914330886890355	1.25750067688915	1.04511549953038	1.08429295782794	0.881259016058973	1.01251092775555	1.20571596916966	1.110597695076	1.07439825766559	0.814053502119601	0.90173580490659	1.0608126805333	0.97864500695429
